"pack_id","app_id","app_title","created","app_info"
"recurent","recurent.rr_plan","Plan Mensual",2024-01-12T23:59:59,"Gestión de rentas y planes de suscripción."
"recurent","recurent.rr_tipo_plan","Tipo de Plan Mensual",2024-01-12T23:59:59,"Gestión de rentas y planes de suscripción."
